Contrast2,homogeneity2,energy2 ,correlation2 ,contrast3 ,homogeneity3 ,energy3 ,correlation3 ,z1_ent ,z1_mean ,z1_median ,z1_stand_dev ,bases_cnt.A ,bases_cnt.C ,bases_cnt.G ,bases_cnt.T,CAG_count,Class_label
2.796491228,0.695284043,0.297032933,0.425484612,0,1,0.472250422,1,4.312781523,1.040919171,1.008250924,0.400623258,106,129,155,95,18,1
3.068541301,0.688197757,0.285787973,0.394425521,0,1,0.468925823,1,4.499751597,1.031964524,0.984981027,0.395188743,107,124,117,120,21,1
3.76056338,0.628363934,0.204597302,0.438333994,0,1,0.378220354,1,4.854357391,0.981574403,0.949399487,0.421470211,112,103,95,83,12,1
3.548500882,0.659276056,0.244652228,0.41751374,0,1,0.427513142,1,4.636321912,1.006263425,0.971618604,0.409245923,107,112,122,80,14,1
3.256183746,0.647810449,0.221890647,0.50947155,0,1,0.383947818,1,4.804954744,0.96287061,0.949398935,0.402767004,127,109,151,111,13,1
3.259593158,0.64523094,0.294570306,0.458642599,0,1,0.437822683,1,2.197154178,1.00782048,1.145115991,0.411037987,1069,1103,1077,1078,10,1
3.291016094,0.642017261,0.294694162,0.456215238,0,1,0.436423283,1,2.067933048,1.004063794,1.145115991,0.409538392,2069,2103,2077,2078,10,1
3.302044459,0.640889371,0.294773834,0.45535412,0,1,0.43595113,1,2.01813402,1.00274513,1.145115991,0.4090026,3069,3103,3077,3078,10,1
3.307668749,0.640314164,0.294821709,0.454913116,0,1,0.43571414,1,1.991335428,1.002072592,1.145115991,0.408727446,4069,4103,4077,4078,10,1
3.311079406,0.639965351,0.294853124,0.454645076,0,1,0.435571676,1,1.974462126,1.001664742,1.145115991,0.408559959,5069,5103,5077,5078,10,1
3.310651907,0.639992737,0.294867578,0.454713891,0,1,0.435601143,1,1.974247231,1.001685468,1.145115991,0.408559323,169,203,177,178,10,1
3.310716394,0.640024227,0.294943321,0.454729722,0,1,0.43564265,1,1.97403175,1.001695873,1.145115991,0.408566681,269,303,277,278,10,1
3.310879299,0.640006514,0.294924227,0.454716856,0,1,0.4356239,1,1.974095413,1.001676517,1.145115991,0.408567412,369,403,377,378,10,1
3.31104222,0.639988799,0.294905132,0.454703989,0,1,0.435605151,1,1.974159079,1.001666879,1.145115991,0.408575154,469,503,477,478,10,1
3.311205157,0.639971083,0.294886037,0.454691119,0,1,0.4355864,1,1.97422275,1.001637497,1.145115991,0.408563735,569,603,577,578,10,1
3.31136811,0.639953365,0.294866942,0.454678248,0,1,0.435567648,1,1.974286425,1.001622844,1.145115991,0.408568448,669,703,677,678,10,1
3.292335934,0.641166219,0.28717033,0.456618688,0,1,0.430720818,1,2.32194748,0.9974396,1.145098109,0.405351035,1082,1071,1127,1079,12,1
3.307968413,0.639910152,0.290825961,0.455153277,0,1,0.432714017,1,2.139742943,0.998664818,1.145115991,0.406561209,2082,2071,2127,2079,12,1
3.313481146,0.639467205,0.292155173,0.454634328,0,1,0.433440876,1,2.069355863,0.999096951,1.145115991,0.406986235,3082,3071,3127,3079,12,1
3.316297836,0.639240884,0.29284239,0.454368735,0,1,0.433817084,1,2.031450547,0.999317759,1.145115991,0.40720305,4082,4071,4127,4079,12,1
3.318007663,0.6391035,0.293262214,0.454207365,0,1,0.434047047,1,2.007577327,0.999451801,1.145115991,0.407334549,5082,5071,5127,5079,12,1
3.317581176,0.639130801,0.293276483,0.454276055,0,1,0.434076335,1,2.007363718,0.999472385,1.145115991,0.407333964,182,171,227,179,12,1
3.317645903,0.639162199,0.293351776,0.454291829,0,1,0.434117575,1,2.00715009,0.999482666,1.145115991,0.407341328,282,271,327,279,12,1
3.317808892,0.639144471,0.293332708,0.454278926,0,1,0.434098827,1,2.007215051,0.999463231,1.145115991,0.407341896,382,371,427,379,12,1
3.317971897,0.639126742,0.29331364,0.454266022,0,1,0.434080077,1,2.007280016,0.999453499,1.145115991,0.407349536,482,471,527,479,12,1
3.318134919,0.639109012,0.293294571,0.454253115,0,1,0.434061327,1,2.007344985,0.999424055,1.145115991,0.40733788,582,571,627,579,12,1
2.621468927,0.62409201,0.218608826,0.441573461,0,1,0.386452914,1,2.047172941,1.000115207,1,0.370809623,310,310,310,310,110,2
2.768531151,0.629035925,0.233375541,0.457078619,0,1,0.395497934,1,1.976966887,1.000064935,1.145098039,0.381993389,550,550,550,550,150,2
2.383075523,0.615180467,0.203175026,0.406929473,0,1,0.375293785,1,2.065351379,0.999939112,1,0.35113353,171,171,171,171,121,2
2.542558034,0.592284934,0.18403815,0.391259984,0,1,0.353394309,1,2.093841231,1,1,0.362910466,448,448,448,448,148,2
2.393442623,0.583674863,0.180625645,0.357687965,0,1,0.347110689,1,2.093234083,1.000065022,1,0.350681513,304,304,304,304,54,2
2.117539863,0.574449506,0.190574976,0.279797625,0,1,0.345949416,1,2.024147429,1.000260467,0.994990809,0.327098465,110,110,110,110,85,2
2.111212397,0.571178973,0.190599372,0.268215916,0,1,0.343902533,1,2.051869959,1.000195503,0.859375,0.326343579,99,99,99,99,79,2
2.072959416,0.571667427,0.193363039,0.258112373,0,1,0.345349337,1,2.035305109,1.000065367,0.858398438,0.322996647,106,106,106,106,96,2
2.148722628,0.570711679,0.188011981,0.278578287,0,1,0.342630419,1,2.067811015,1.000065396,0.859375,0.329596784,93,93,93,93,63,2
2.16522136,0.566408033,0.187062713,0.272325734,0,1,0.339659145,1,2.074459718,1.000065426,0.857145309,0.330659402,77,77,77,77,47,2
2.171689498,0.564687976,0.186640812,0.269909559,0,1,0.338503371,1,2.077361808,1.000065456,0.857142925,0.331129116,70,70,70,70,40,2
2.090452261,0.573092736,0.192584877,0.267323779,0,1,0.34590313,1,2.041478782,1.000277297,0.884068627,0.324588744,133,133,133,133,93,2
2.158135283,0.564594759,0.187884138,0.265515241,0,1,0.338810002,1,2.070737461,1.000212162,0.857142925,0.329931641,95,95,95,95,45,2
2.101508916,0.569958848,0.191564486,0.263087573,0,1,0.343542056,1,2.047283462,1.000081677,0.857299805,0.325411826,120,120,120,120,80,2
1.968911421,0.789523605,0.36074711,0.807787158,0,1,0.480307759,1,3.867445795,1.005976866,1,0.519553446,3201,3626,3627,3847,457,2
2.042808629,0.780933989,0.35569161,0.787448775,0,1,0.481363566,1,3.937845396,1.012420219,1,0.508022122,368,525,488,368,68,2
2.296804745,0.758629842,0.32257432,0.767052905,0,1,0.450729899,1,4.208889275,0.992776613,1,0.506734732,1178,917,800,1244,78,2
2.428749103,0.739718796,0.319717818,0.692567243,0,1,0.464301812,1,4.295600491,1.037255677,1,0.48458945,2282,2530,2430,2193,350,2
2.525353999,0.73211461,0.307255429,0.691223872,0,1,0.449577752,1,4.400366039,1.021520996,1,0.48522727,599,330,421,550,57,2
2.52126489,0.733053412,0.307893328,0.69403848,0,1,0.45020636,1,4.39574815,1.021031291,1,0.486030617,548,303,378,506,54,2
2.386613721,0.743501533,0.325138415,0.694623221,0,1,0.47061136,1,4.24713303,1.041640001,1,0.483933307,371,554,504,349,85,2
2.39361753,0.743222129,0.324870088,0.69432415,0,1,0.470177009,1,4.255539324,1.040418707,1,0.483684321,369,525,487,368,68,2
