Contrast2,homogeneity2,energy2 ,correlation2 ,contrast3 ,homogeneity3 ,energy3 ,correlation3 ,z1_ent ,z1_mean ,z1_median ,z1_stand_dev ,bases_cnt.A ,bases_cnt.C ,bases_cnt.G ,bases_cnt.T,CAG_count,Class_label
0,1,1,NaN,0,1,1,NaN,0,67.97744788,66,7.220264464,3069,3103,3077,3078,10,1
0,1,1,NaN,0,1,1,NaN,0,67.98297299,66,7.218027315,4069,4103,4077,4078,10,1
0,1,1,NaN,0,1,1,NaN,0,67.98632361,66,7.216668275,5069,5103,5077,5078,10,1
0,1,1,NaN,0,1,1,NaN,0,67.6176066,66,7.355747236,169,203,177,178,10,1
0,1,1,NaN,0,1,1,NaN,0,67.75332742,66,7.306984968,269,303,277,278,10,1
0,1,1,NaN,0,1,1,NaN,0,67.81794368,66,7.282782274,369,403,377,378,10,1
0,1,1,NaN,0,1,1,NaN,0,67.8557343,66,7.268328932,469,503,477,478,10,1
0,1,1,NaN,0,1,1,NaN,0,67.88053287,66,7.258724052,569,603,577,578,10,1
0,1,1,NaN,0,1,1,NaN,0,67.89805647,66,7.251879097,669,703,677,678,10,1
0,1,1,NaN,0,1,1,NaN,0,68.1298463,70,7.238963637,1082,1071,1127,1079,12,1
0,1,1,NaN,0,1,1,NaN,0,68.06771145,70,7.225934349,2082,2071,2127,2079,12,1
0,1,1,NaN,0,1,1,NaN,0,68.04579659,70,7.22120647,3082,3071,3127,3079,12,1
0,1,1,NaN,0,1,1,NaN,0,68.03459869,70,7.218763915,4082,4071,4127,4079,12,1
0,1,1,NaN,0,1,1,NaN,0,68.02780097,70,7.217272323,5082,5071,5127,5079,12,1
0,1,1,NaN,0,1,1,NaN,0,68.74571805,70,7.338581638,182,171,227,179,12,1
0,1,1,NaN,0,1,1,NaN,0,68.48835203,70,7.303416332,282,271,327,279,12,1
0,1,1,NaN,0,1,1,NaN,0,68.36305324,70,7.282953168,382,371,427,379,12,1
0,1,1,NaN,0,1,1,NaN,0,68.28892292,70,7.269806506,482,471,527,479,12,1
0,1,1,NaN,0,1,1,NaN,0,68.23993217,70,7.260691523,582,571,627,579,12,1
0,1,1,NaN,0,1,1,NaN,0,68,68,7.214012013,310,310,310,310,110,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.212741997,550,550,550,550,150,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.216379612,171,171,171,171,121,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.21311542,448,448,448,448,148,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.214069472,304,304,304,304,54,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.21931098,110,110,110,110,85,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.220224759,99,99,99,99,79,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.219621281,106,106,106,106,96,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.220814478,93,93,93,93,63,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.222837469,77,77,77,77,47,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.224014115,70,70,70,70,40,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.217889472,133,133,133,133,93,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.220609612,95,95,95,95,45,2
0,1,1,NaN,0,1,1,NaN,0,68,68,7.218625873,120,120,120,120,80,2
0.337478477,0.993973599,0.560834388,0.984069151,0,1,0.567685391,1,0.900018725,46.44822804,66,32.13967092,3201,3626,3627,3847,457,2
0,1,1,NaN,0,1,1,NaN,0,67.78845054,66,7.719545118,368,525,488,368,68,2
0.023677217,0.999577193,0.999033933,0.000241663,0,1,0.999517025,1,0.003250709,67.66908213,66,6.695652102,1178,917,800,1244,78,2
0,1,1,NaN,0,1,1,NaN,0,67.91287758,66,7.38008069,2282,2530,2430,2193,350,2
0,1,1,NaN,0,1,1,NaN,0,68.53052632,70,6.456449864,599,330,421,550,57,2
0,1,1,NaN,0,1,1,NaN,0,68.48069164,70,6.439994661,548,303,378,506,54,2
0,1,1,NaN,0,1,1,NaN,0,67.74353206,66,7.816229549,371,554,504,349,85,2
0,1,1,NaN,0,1,1,NaN,0,67.7838765,66,7.715860264,369,525,487,368,68,2
